,demand
2004-02-14 07:00:00,0.03963082378245906
2004-02-14 08:00:00,0.03769559970562806
2004-02-14 09:00:00,0.04145474982659815
2004-02-14 10:00:00,0.0413645993720825
2004-02-14 11:00:00,0.04534211847002869
2004-02-14 12:00:00,0.05150871806591889
2004-02-14 13:00:00,0.05150486579766977
2004-02-14 14:00:00,0.050443736517900545
2004-02-14 15:00:00,0.05115165329785328
2004-02-14 16:00:00,0.06153629150909079
2004-02-14 17:00:00,0.06928193711307866
2004-02-14 18:00:00,0.07165159704550893
2004-02-14 19:00:00,0.071453337495273
2004-02-14 20:00:00,0.07622886268413528
2004-02-14 21:00:00,0.06809226159372139
2004-02-14 22:00:00,0.054823899348843255
2004-02-14 23:00:00,0.04218221543908385
2004-02-15 00:00:00,0.0024154810604239112
2004-02-15 01:00:00,0.003166035677551722
2004-02-15 02:00:00,0.006808495141594097
2004-02-15 03:00:00,0.010633007329866728
2004-02-15 04:00:00,0.01722442705910387
2004-02-15 05:00:00,0.027396822968443747
2004-02-15 06:00:00,0.03486203145972714
2004-02-15 07:00:00,0.03986804374743249
2004-02-15 08:00:00,0.03362398056211626
2004-02-15 09:00:00,0.039412723278061175
2004-02-15 10:00:00,0.04236947246068325
2004-02-15 11:00:00,0.04585373765321833
2004-02-15 12:00:00,0.04327990555750381
2004-02-15 13:00:00,0.0411058480481769
2004-02-15 14:00:00,0.03902805762350509
2004-02-15 15:00:00,0.04559274662004267
2004-02-15 16:00:00,0.06381400283262988
2004-02-15 17:00:00,0.06981955932187871
2004-02-15 18:00:00,0.07435101668519875
2004-02-15 19:00:00,0.07704368746766922
2004-02-15 20:00:00,0.07951396588692239
2004-02-15 21:00:00,0.06851136167972337
2004-02-15 22:00:00,0.05583195302706354
2004-02-15 23:00:00,0.03847363685146298
2004-02-16 00:00:00,0.0041675854223428635
2004-02-16 01:00:00,0.006337723517394024
2004-02-16 02:00:00,0.006134597912587072
2004-02-16 03:00:00,0.005873726048511607
2004-02-16 04:00:00,0.011056887313947869
2004-02-16 05:00:00,0.015295535544683722
2004-02-16 06:00:00,0.028160744980163365
2004-02-16 07:00:00,0.03135949164552294
2004-02-16 08:00:00,0.03481033749755479
2004-02-16 09:00:00,0.030559653728490177
2004-02-16 10:00:00,0.03534918826631721
2004-02-16 11:00:00,0.034383054509403245
2004-02-16 12:00:00,0.044280397296781425
2004-02-16 13:00:00,0.04872390895421793
2004-02-16 14:00:00,0.0510476531567759
2004-02-16 15:00:00,0.05857904797089704
2004-02-16 16:00:00,0.07197155984871219
2004-02-16 17:00:00,0.07406023964027017
2004-02-16 18:00:00,0.07557293153114372
2004-02-16 19:00:00,0.08244967617919333
2004-02-16 20:00:00,0.08185534451928418
2004-02-16 21:00:00,0.06852490838962377
2004-02-16 22:00:00,0.05453157683227448
2004-02-16 23:00:00,0.04491422929390699
2004-02-17 00:00:00,0.008534914477626325
2004-02-17 01:00:00,0.00954079748101869
2004-02-17 02:00:00,0.012028149924699135
2004-02-17 03:00:00,0.012970119955954564
2004-02-17 04:00:00,0.016264826314814813
2004-02-17 05:00:00,0.01758236252192576
2004-02-17 06:00:00,0.030610074798572508
2004-02-17 07:00:00,0.03475439888611196
2004-02-17 08:00:00,0.03476093621208977
2004-02-17 09:00:00,0.03904476268239745
2004-02-17 10:00:00,0.044130810635893886
2004-02-17 11:00:00,0.04536891726895576
2004-02-17 12:00:00,0.04109531798770849
2004-02-17 13:00:00,0.04504171809505948
2004-02-17 14:00:00,0.04973629058743259
2004-02-17 15:00:00,0.05736434558971766
2004-02-17 16:00:00,0.07137254521919546
2004-02-17 17:00:00,0.06882546064552285
2004-02-17 18:00:00,0.07281582693051314
2004-02-17 19:00:00,0.07221486952048319
2004-02-17 20:00:00,0.07037616560982513
2004-02-17 21:00:00,0.06235476150134589
2004-02-17 22:00:00,0.049046077833285184
2004-02-17 23:00:00,0.034165549319850406
2004-02-18 00:00:00,0.009228780659033667
2004-02-18 01:00:00,0.008654616754503002
2004-02-18 02:00:00,0.009508194735475622
2004-02-18 03:00:00,0.009808878107178483
2004-02-18 04:00:00,0.011914596239488564
2004-02-18 05:00:00,0.02003877171517973
2004-02-18 06:00:00,0.036715394701989354
2004-02-18 07:00:00,0.03885725352896677
2004-02-18 08:00:00,0.03458327230850495
2004-02-18 09:00:00,0.03713192397947864
2004-02-18 10:00:00,0.03972602957851057
2004-02-18 11:00:00,0.03940177058338898
2004-02-18 12:00:00,0.0430645376241556
2004-02-18 13:00:00,0.04739180866740254
2004-02-18 14:00:00,0.049495070020147476
2004-02-18 15:00:00,0.06066004301595049
2004-02-18 16:00:00,0.05577512470983866
2004-02-18 17:00:00,0.07345647935615535
2004-02-18 18:00:00,0.07894536930871218
2004-02-18 19:00:00,0.07841029866749057
2004-02-18 20:00:00,0.07288118594435819
2004-02-18 21:00:00,0.05802288103154219
2004-02-18 22:00:00,0.048308421923959295
2004-02-18 23:00:00,0.038019296838589144
2004-02-19 00:00:00,0.007074184198106229
2004-02-19 01:00:00,0.00821770330352565
2004-02-19 02:00:00,0.008951646151758308
2004-02-19 03:00:00,0.007203729408503866
2004-02-19 04:00:00,0.01110079771249848
2004-02-19 05:00:00,0.01453123099007055
2004-02-19 06:00:00,0.025304476037462775
2004-02-19 07:00:00,0.03066868788650829
2004-02-19 08:00:00,0.03264277296070412
2004-02-19 09:00:00,0.0336310653210511
2004-02-19 10:00:00,0.03704196030183859
2004-02-19 11:00:00,0.04031201586339533
2004-02-19 12:00:00,0.047443020075022
2004-02-19 13:00:00,0.051710297272433516
2004-02-19 14:00:00,0.05638415343526762
2004-02-19 15:00:00,0.06071883560682128
2004-02-19 16:00:00,0.06898959614757162
2004-02-19 17:00:00,0.0710917608581351
2004-02-19 18:00:00,0.07507058867141175
2004-02-19 19:00:00,0.08001667172686057
2004-02-19 20:00:00,0.08226360151295313
2004-02-19 21:00:00,0.06718394411582267
2004-02-19 22:00:00,0.04919917237966402
2004-02-19 23:00:00,0.03324808806261341
2004-02-20 00:00:00,0.0006589370819223186
2004-02-20 01:00:00,0.002515776026855002
2004-02-20 02:00:00,0.0025824715030001878
2004-02-20 03:00:00,0.004238342817801454
2004-02-20 04:00:00,0.010902631013292462
2004-02-20 05:00:00,0.021543953919914947
2004-02-20 06:00:00,0.0323500452781629
2004-02-20 07:00:00,0.03773779488373889
2004-02-20 08:00:00,0.042021763416415656
2004-02-20 09:00:00,0.04329023553358513
2004-02-20 10:00:00,0.0453702377910389
2004-02-20 11:00:00,0.050925029281596715
2004-02-20 12:00:00,0.04775012409780865
2004-02-20 13:00:00,0.04794081997467613
2004-02-20 14:00:00,0.04771885206345113
2004-02-20 15:00:00,0.05415872095308289
2004-02-20 16:00:00,0.05960576340989627
2004-02-20 17:00:00,0.0737969808172759
2004-02-20 18:00:00,0.07400778277599032
2004-02-20 19:00:00,0.07754962883850153
2004-02-20 20:00:00,0.07425037873126937
2004-02-20 21:00:00,0.0645463284559415
2004-02-20 22:00:00,0.04667190666340855
2004-02-20 23:00:00,0.037865494671373144
2004-02-21 00:00:00,0.0061041155634068145
2004-02-21 01:00:00,0.008174276738030542
2004-02-21 02:00:00,0.008936869989234852
2004-02-21 03:00:00,0.012666615983628506
2004-02-21 04:00:00,0.017242360993049845
2004-02-21 05:00:00,0.02168857942846733
2004-02-21 06:00:00,0.037441154796237955
2004-02-21 07:00:00,0.04204787694452145
2004-02-21 08:00:00,0.035748144946723806
2004-02-21 09:00:00,0.035694281528071095
2004-02-21 10:00:00,0.0385099828645989
2004-02-21 11:00:00,0.040144542358841045
2004-02-21 12:00:00,0.04150870372781443
2004-02-21 13:00:00,0.04156367069117138
2004-02-21 14:00:00,0.04652953101091818
2004-02-21 15:00:00,0.05042069199189233
2004-02-21 16:00:00,0.061566457057302425
2004-02-21 17:00:00,0.07427469392934537
2004-02-21 18:00:00,0.08038550135790687
2004-02-21 19:00:00,0.08324473534549012
2004-02-21 20:00:00,0.07369893182188597
2004-02-21 21:00:00,0.05780848313981321
2004-02-21 22:00:00,0.047810140707281755
2004-02-21 23:00:00,0.036789657084365775
2004-02-22 00:00:00,0.005532071303107729
2004-02-22 01:00:00,0.006825150099671125
2004-02-22 02:00:00,0.0054424649116685195
2004-02-22 03:00:00,0.005762689852666517
2004-02-22 04:00:00,0.010145806486387186
2004-02-22 05:00:00,0.014397749305937731
2004-02-22 06:00:00,0.02490016723468232
2004-02-22 07:00:00,0.03254786205275354
2004-02-22 08:00:00,0.035473205317309485
2004-02-22 09:00:00,0.03645783395557115
2004-02-22 10:00:00,0.04056321991765197
2004-02-22 11:00:00,0.04681429990291878
2004-02-22 12:00:00,0.050286226387628814
2004-02-22 13:00:00,0.048016717932354666
2004-02-22 14:00:00,0.04977524376911438
2004-02-22 15:00:00,0.0589592520360704
2004-02-22 16:00:00,0.07104872970686181
2004-02-22 17:00:00,0.07160577525986804
2004-02-22 18:00:00,0.07208902251141723
2004-02-22 19:00:00,0.07642377693737296
2004-02-22 20:00:00,0.07025736339365926
2004-02-22 21:00:00,0.06490844166380069
2004-02-22 22:00:00,0.05349242062588665
2004-02-22 23:00:00,0.04827450943563901
2004-02-23 00:00:00,0.003210468102240941
2004-02-23 01:00:00,0.003644499706611917
2004-02-23 02:00:00,0.007476664816264398
2004-02-23 03:00:00,0.008697403504469065
2004-02-23 04:00:00,0.011081916762751392
2004-02-23 05:00:00,0.02049040494821576
2004-02-23 06:00:00,0.030569978636130198
2004-02-23 07:00:00,0.0368046439680106
2004-02-23 08:00:00,0.0406377952913586
2004-02-23 09:00:00,0.04160489214147366
2004-02-23 10:00:00,0.04240753362252289
2004-02-23 11:00:00,0.04201917466786778
2004-02-23 12:00:00,0.04397522015603634
2004-02-23 13:00:00,0.055404167527991176
2004-02-23 14:00:00,0.06077007193228887
2004-02-23 15:00:00,0.05205058894478719
2004-02-23 16:00:00,0.06835104527968364
2004-02-23 17:00:00,0.07098003300145843
2004-02-23 18:00:00,0.0722774472399938
2004-02-23 19:00:00,0.07367543998156774
2004-02-23 20:00:00,0.06950126543122359
2004-02-23 21:00:00,0.05836568493500882
2004-02-23 22:00:00,0.047943791191417576
2004-02-23 23:00:00,0.03805986821062561
2004-02-24 00:00:00,0.004102953461114339
2004-02-24 01:00:00,0.008758433249334441
2004-02-24 02:00:00,0.012929987029946327
2004-02-24 03:00:00,0.01621433064890707
2004-02-24 04:00:00,0.013935938153660586
2004-02-24 05:00:00,0.021686891782089487
2004-02-24 06:00:00,0.03273637655245928
2004-02-24 07:00:00,0.03333719146757819
2004-02-24 08:00:00,0.038674874631750955
2004-02-24 09:00:00,0.04252523925461942
2004-02-24 10:00:00,0.041514642489207415
2004-02-24 11:00:00,0.04218023027136207
2004-02-24 12:00:00,0.047579642455377144
2004-02-24 13:00:00,0.05110707558554148
2004-02-24 14:00:00,0.04292663439267527
2004-02-24 15:00:00,0.05269014728413832
2004-02-24 16:00:00,0.052601629863557035
2004-02-24 17:00:00,0.07055815492404337
2004-02-24 18:00:00,0.07226868534441225
2004-02-24 19:00:00,0.07492868854671929
2004-02-24 20:00:00,0.07239460548010422
2004-02-24 21:00:00,0.06425646662369792
2004-02-24 22:00:00,0.052259151882449194
2004-02-24 23:00:00,0.03783202862525484
2004-02-25 00:00:00,0.0069351486646440684
2004-02-25 01:00:00,0.004872474616500902
2004-02-25 02:00:00,0.004493874896472084
2004-02-25 03:00:00,0.006529467941891577
2004-02-25 04:00:00,0.006435430177096945
2004-02-25 05:00:00,0.006410200458161332
2004-02-25 06:00:00,0.022226933689536637
2004-02-25 07:00:00,0.027284605658867887
2004-02-25 08:00:00,0.02874342502485304
2004-02-25 09:00:00,0.03268813644608819
2004-02-25 10:00:00,0.03959137629577121
2004-02-25 11:00:00,0.0459712349175807
2004-02-25 12:00:00,0.05146212417015764
2004-02-25 13:00:00,0.055766369227514184
2004-02-25 14:00:00,0.0634053024826977
2004-02-25 15:00:00,0.07108620608178666
2004-02-25 16:00:00,0.06820982152895705
2004-02-25 17:00:00,0.07846665036355968
2004-02-25 18:00:00,0.07942710073458267
2004-02-25 19:00:00,0.0758770936586566
2004-02-25 20:00:00,0.07307342935104529
2004-02-25 21:00:00,0.06482429983513545
2004-02-25 22:00:00,0.046968672705647314
2004-02-25 23:00:00,0.03925062107279514
2004-02-26 00:00:00,0.007842680947811993
2004-02-26 01:00:00,0.006879009703922164
2004-02-26 02:00:00,0.01070990701808489
2004-02-26 03:00:00,0.014548711647200285
2004-02-26 04:00:00,0.015942600965071677
2004-02-26 05:00:00,0.026450096017160966
2004-02-26 06:00:00,0.03701892983110666
2004-02-26 07:00:00,0.03994063006848597
2004-02-26 08:00:00,0.03754437023886662
2004-02-26 09:00:00,0.03465391335819858
2004-02-26 10:00:00,0.04084693775510807
2004-02-26 11:00:00,0.03927781326315943
2004-02-26 12:00:00,0.04768495496031609
2004-02-26 13:00:00,0.04815246202982577
2004-02-26 14:00:00,0.04430021425532263
2004-02-26 15:00:00,0.04740104775032801
2004-02-26 16:00:00,0.06230217001612949
2004-02-26 17:00:00,0.06976534176964198
2004-02-26 18:00:00,0.07201397343986393
2004-02-26 19:00:00,0.07192164458377531
2004-02-26 20:00:00,0.0745693851653625
2004-02-26 21:00:00,0.0606416386782186
2004-02-26 22:00:00,0.05189649873806947
2004-02-26 23:00:00,0.037695067798968876
2004-02-27 00:00:00,0.0016037830589866807
2004-02-27 01:00:00,2.5751506661151603e-05
2004-02-27 02:00:00,0.004866713283241817
2004-02-27 03:00:00,0.00682711609916705
2004-02-27 04:00:00,0.009787830805628924
2004-02-27 05:00:00,0.016150233585896893
2004-02-27 06:00:00,0.029433575966626456
2004-02-27 07:00:00,0.0356736692645043
2004-02-27 08:00:00,0.041662428241120104
2004-02-27 09:00:00,0.038454393607096224
2004-02-27 10:00:00,0.041992392907346375
2004-02-27 11:00:00,0.04248319376542659
2004-02-27 12:00:00,0.049711603845212206
2004-02-27 13:00:00,0.05760701320388817
2004-02-27 14:00:00,0.06212093462584053
2004-02-27 15:00:00,0.06263283422987152
2004-02-27 16:00:00,0.07086037968542146
2004-02-27 17:00:00,0.07064808889809515
2004-02-27 18:00:00,0.07216648118002665
2004-02-27 19:00:00,0.07164641020911168
2004-02-27 20:00:00,0.06890090484980081
2004-02-27 21:00:00,0.057349823329681165
2004-02-27 22:00:00,0.04751340039096934
2004-02-27 23:00:00,0.039881043460378796
2004-02-28 00:00:00,0.0056467634903970415
2004-02-28 01:00:00,0.0068900714759271165
2004-02-28 02:00:00,0.009616480605774701
2004-02-28 03:00:00,0.008874754385849677
2004-02-28 04:00:00,0.012765250352112746
2004-02-28 05:00:00,0.016492375300678215
2004-02-28 06:00:00,0.027829863201686733
2004-02-28 07:00:00,0.03420944574708614
2004-02-28 08:00:00,0.0365878945181841
2004-02-28 09:00:00,0.039724218906643315
2004-02-28 10:00:00,0.04494452423527395
2004-02-28 11:00:00,0.043324425161613736
2004-02-28 12:00:00,0.03926282247527308
2004-02-28 13:00:00,0.0412723201711894
2004-02-28 14:00:00,0.050681552179457315
2004-02-28 15:00:00,0.060412023732933286
2004-02-28 16:00:00,0.059412804584233495
2004-02-28 17:00:00,0.07027939541447246
2004-02-28 18:00:00,0.07209870939495723
2004-02-28 19:00:00,0.07616513086275901
2004-02-28 20:00:00,0.07532599309814168
2004-02-28 21:00:00,0.07004172528877375
2004-02-28 22:00:00,0.05664697691899688
2004-02-28 23:00:00,0.04149447849758487
2004-02-29 00:00:00,0.006016222054858451
2004-02-29 01:00:00,0.004746760193942248
2004-02-29 02:00:00,0.0019663236115000904
2004-02-29 03:00:00,0.0015135156114468916
2004-02-29 04:00:00,0.004842984855991367
2004-02-29 05:00:00,0.004891358472658989
2004-02-29 06:00:00,0.019101280530242626
2004-02-29 07:00:00,0.026726931536000097
2004-02-29 08:00:00,0.028962776049601412
2004-02-29 09:00:00,0.031526957621443766
2004-02-29 10:00:00,0.037977898007412254
2004-02-29 11:00:00,0.03212621230739607
2004-02-29 12:00:00,0.037164923986948
2004-02-29 13:00:00,0.052807765788600664
2004-02-29 14:00:00,0.06487697595747532
2004-02-29 15:00:00,0.0696202410601868
2004-02-29 16:00:00,0.07540684360753798
2004-02-29 17:00:00,0.08285754247266719
2004-02-29 18:00:00,0.08248526979241708
2004-02-29 19:00:00,0.08578415664509205
2004-02-29 20:00:00,0.0817824392098311
2004-02-29 21:00:00,0.07032648807255978
2004-02-29 22:00:00,0.054946541970560266
2004-02-29 23:00:00,0.04154159058362946
2004-03-01 00:00:00,0.005733922979490647
2004-03-01 01:00:00,0.008259199018328412
2004-03-01 02:00:00,0.00820486314051569
2004-03-01 03:00:00,0.009702103708250335
2004-03-01 04:00:00,0.010704800196846958
2004-03-01 05:00:00,0.015827925437798422
2004-03-01 06:00:00,0.0232464935529866
2004-03-01 07:00:00,0.02637884122066096
2004-03-01 08:00:00,0.028100209765286918
2004-03-01 09:00:00,0.030612555175790028
2004-03-01 10:00:00,0.031589297574495336
2004-03-01 11:00:00,0.03700653018566759
2004-03-01 12:00:00,0.03935305993623935
2004-03-01 13:00:00,0.051944071599374045
2004-03-01 14:00:00,0.0638821554932986
2004-03-01 15:00:00,0.05821212193963207
2004-03-01 16:00:00,0.06778899342365005
2004-03-01 17:00:00,0.08153805768817256
2004-03-01 18:00:00,0.08369731691071561
2004-03-01 19:00:00,0.07910248355499991
2004-03-01 20:00:00,0.07926876373682261
2004-03-01 21:00:00,0.06600451586991023
2004-03-01 22:00:00,0.05411625545498351
2004-03-01 23:00:00,0.03972546243608361
2004-03-02 00:00:00,0.00858313146305782
2004-03-02 01:00:00,0.008987165946523459
2004-03-02 02:00:00,0.008804614879848802
2004-03-02 03:00:00,0.011007492794566327
2004-03-02 04:00:00,0.01791920473664357
2004-03-02 05:00:00,0.02283251912680709
2004-03-02 06:00:00,0.035632364905533176
2004-03-02 07:00:00,0.034450407410230664
2004-03-02 08:00:00,0.03276256198374223
2004-03-02 09:00:00,0.034292624500274614
2004-03-02 10:00:00,0.04056995828784217
2004-03-02 11:00:00,0.04328081631683319
2004-03-02 12:00:00,0.05209297897495691
2004-03-02 13:00:00,0.052536915806692584
2004-03-02 14:00:00,0.05334859554732192
2004-03-02 15:00:00,0.05625592847137013
2004-03-02 16:00:00,0.06108446776661971
2004-03-02 17:00:00,0.06637271961857777
2004-03-02 18:00:00,0.07083127754917094
2004-03-02 19:00:00,0.07160375377809135
2004-03-02 20:00:00,0.07139546467383859
2004-03-02 21:00:00,0.058562996518286795
2004-03-02 22:00:00,0.04708894569706274
2004-03-02 23:00:00,0.03970309324610743
2004-03-03 00:00:00,0.004214897056794728
2004-03-03 01:00:00,0.007956830355858015
2004-03-03 02:00:00,0.016380932523263027
2004-03-03 03:00:00,0.01815729419121978
2004-03-03 04:00:00,0.0185753869336701
2004-03-03 05:00:00,0.024673113979821713
2004-03-03 06:00:00,0.03902291418735141
2004-03-03 07:00:00,0.04096065434343037
2004-03-03 08:00:00,0.03752492362894249
2004-03-03 09:00:00,0.03439615699878405
2004-03-03 10:00:00,0.031110016362132
2004-03-03 11:00:00,0.03516020082046667
2004-03-03 12:00:00,0.03165841720428242
2004-03-03 13:00:00,0.03525921550756769
2004-03-03 14:00:00,0.032202136505259764
2004-03-03 15:00:00,0.04356346537645932
2004-03-03 16:00:00,0.06604746806052324
2004-03-03 17:00:00,0.07941641582372869
2004-03-03 18:00:00,0.08066960328760701
2004-03-03 19:00:00,0.08134204785778311
2004-03-03 20:00:00,0.07399059192809189
2004-03-03 21:00:00,0.07190496364875588
2004-03-03 22:00:00,0.05438728184478457
2004-03-03 23:00:00,0.041425071573422054
2004-03-04 00:00:00,0.004119598371565919
2004-03-04 01:00:00,0.009679294082687738
2004-03-04 02:00:00,0.00854641689271395
2004-03-04 03:00:00,0.014428246159447192
2004-03-04 04:00:00,0.015456996633169002
2004-03-04 05:00:00,0.02078310799127307
2004-03-04 06:00:00,0.03277126016575163
2004-03-04 07:00:00,0.03283416799142617
2004-03-04 08:00:00,0.03988858668077871
2004-03-04 09:00:00,0.041024882674989646
2004-03-04 10:00:00,0.04032141219266995
2004-03-04 11:00:00,0.04524630504754148
2004-03-04 12:00:00,0.04456141432593899
2004-03-04 13:00:00,0.04531439397004835
2004-03-04 14:00:00,0.05066212996284604
2004-03-04 15:00:00,0.047384799702990275
2004-03-04 16:00:00,0.06353081540578312
2004-03-04 17:00:00,0.07060481651499063
2004-03-04 18:00:00,0.0738635393673567
2004-03-04 19:00:00,0.07569867695965714
2004-03-04 20:00:00,0.07067524101343806
2004-03-04 21:00:00,0.06330225370275755
2004-03-04 22:00:00,0.05108704229792095
2004-03-04 23:00:00,0.03821460189225776
2004-03-05 00:00:00,0.0038734428576336632
2004-03-05 01:00:00,0.004596602139972699
2004-03-05 02:00:00,0.0056800037111515425
2004-03-05 03:00:00,0.006179431856279267
2004-03-05 04:00:00,0.00905786282251164
2004-03-05 05:00:00,0.016363291820389123
2004-03-05 06:00:00,0.027124140472814723
2004-03-05 07:00:00,0.029934953051452568
2004-03-05 08:00:00,0.03255315793494572
2004-03-05 09:00:00,0.034318389113493775
2004-03-05 10:00:00,0.040632707316853776
2004-03-05 11:00:00,0.04544780279766387
2004-03-05 12:00:00,0.054593661011589745
2004-03-05 13:00:00,0.05304512300148751
2004-03-05 14:00:00,0.059177335301511265
2004-03-05 15:00:00,0.056832505219398435
2004-03-05 16:00:00,0.06477159523608475
2004-03-05 17:00:00,0.06900972086861391
2004-03-05 18:00:00,0.07602648831273717
2004-03-05 19:00:00,0.07576957186621706
2004-03-05 20:00:00,0.07377063634631537
2004-03-05 21:00:00,0.06391606115960587
2004-03-05 22:00:00,0.05366699826118511
2004-03-05 23:00:00,0.04365851752009142
2004-03-06 00:00:00,0.009349748823765982
2004-03-06 01:00:00,0.006202419283014596
2004-03-06 02:00:00,0.003985359503767432
2004-03-06 03:00:00,0.007332065832073514
2004-03-06 04:00:00,0.011637105218927683
2004-03-06 05:00:00,0.01819384254827144
2004-03-06 06:00:00,0.029201240202887817
2004-03-06 07:00:00,0.04123592163289186
2004-03-06 08:00:00,0.04841950028590441
2004-03-06 09:00:00,0.04322744883555549
2004-03-06 10:00:00,0.040950599749973136
2004-03-06 11:00:00,0.04323906938932217
2004-03-06 12:00:00,0.043197713257013735
2004-03-06 13:00:00,0.05194239678133735
2004-03-06 14:00:00,0.04748117119874406
2004-03-06 15:00:00,0.050317219470817055
2004-03-06 16:00:00,0.062117130647852056
2004-03-06 17:00:00,0.07173521663209402
2004-03-06 18:00:00,0.07740614818587731
2004-03-06 19:00:00,0.07681854250548802
2004-03-06 20:00:00,0.07613585379712098
2004-03-06 21:00:00,0.056552908826656145
2004-03-06 22:00:00,0.04915949706953394
2004-03-06 23:00:00,0.0341618803211098
2004-03-07 00:00:00,0.005341351986585466
2004-03-07 01:00:00,0.007079331439957687
2004-03-07 02:00:00,0.007040195916837787
2004-03-07 03:00:00,0.011682298693189722
2004-03-07 04:00:00,0.014505452481114985
2004-03-07 05:00:00,0.019332696023244934
2004-03-07 06:00:00,0.029943239027106563
2004-03-07 07:00:00,0.03374968096672904
2004-03-07 08:00:00,0.042047113382262524
2004-03-07 09:00:00,0.042969309677944774
2004-03-07 10:00:00,0.042569605913012336
2004-03-07 11:00:00,0.05001248133816732
2004-03-07 12:00:00,0.045850619905274045
2004-03-07 13:00:00,0.05503632902148081
2004-03-07 14:00:00,0.055098859669005094
2004-03-07 15:00:00,0.05629259170655251
2004-03-07 16:00:00,0.0578197801925523
2004-03-07 17:00:00,0.0701914641003294
2004-03-07 18:00:00,0.07498865059009847
2004-03-07 19:00:00,0.07547860596025709
2004-03-07 20:00:00,0.06664390617578166
2004-03-07 21:00:00,0.05804556281626771
2004-03-07 22:00:00,0.04483638349073071
2004-03-07 23:00:00,0.03344448952551708
2004-03-08 00:00:00,0.004401644711046042
2004-03-08 01:00:00,0.006444638457025844
2004-03-08 02:00:00,0.007003855836052162
2004-03-08 03:00:00,0.009779413046080819
2004-03-08 04:00:00,0.012334833034567573
2004-03-08 05:00:00,0.014891540975161072
2004-03-08 06:00:00,0.026553463548597292
2004-03-08 07:00:00,0.030574691575297644
2004-03-08 08:00:00,0.03632535966233324
2004-03-08 09:00:00,0.03884324371411442
2004-03-08 10:00:00,0.04734111179482353
